department,course_code,title,units,description
SCANDIN,SCANDIN 220,Early Scandinavian Literature,4,"Variable subject matter; see departmental announcement for description. Course normally focuses on one of two areas: Eddic and skaldic poetry; or sagas (royal family, legendary, courtly, episcopal)."
SCANDIN,SCANDIN 235,Studies in Romanticism and Realism,4,Variable subject matter; see departmental announcement for description. Reading and analysis of representative works.
SCANDIN,SCANDIN 240,Modern and Contemporary Scandinavian Literature,4,Reading and analysis of representative works. Topics vary from semester to semester; see departmental announcement for description.
SCANDIN,SCANDIN 249,Graduate Studies,1,"Additional work in connection with one of the following courses: Scandinavian C107, C108, 115, 116, 117, 120, 123, 125, C160, 165. Students attend lectures and do all written work in the ""main course,"" and also read assignments in the Scandinavian languages, and write a paper."
SCANDIN,SCANDIN 250,Seminar in Scandinavian Literature,4,"Investigation of selected authors, topics, or problems. Variable subject matter; see departmental announcement for description."
SCANDIN,SCANDIN 260,Studies of Arctic and Indigenous Cultures,4,"Introduction to varieties of literary and cultural theory used in the analysis of literary texts and other cultural artefacts pertaining to the Arctic. The course comprises critical discussions of ethnographic studies, historical and contemporary scholarship, and policy, aiming to provide students with a nuanced understanding of Arctic cultures in a rapidly globalizing world. All readings and discussions are in English."
SCANDIN,SCANDIN 297,Reading Strategies for the Scandinavian Languages,2,"This course is designed to prepare graduate students for reading and translation in the three core Scandinavian languages: Danish, Norwegian and Swedish."
SCANDIN,SCANDIN 298,Special Study,2,Designed to explore a restricted field involving the writing of a report. May not be substituted for available seminars.
SCANDIN,SCANDIN 299,Dissertation Writing,2,
SCANDIN,SCANDIN 300A,Methods of Teaching Scandinavian Languages,3,"The course consists of a two-hour session per week that will examine current theory and practice of foreign language teaching in connection with Danish, Finnish, Norwegian, and Swedish."
SCANDIN,SCANDIN 300B,Teaching Practicum,1,Graduate Student Instructors must enroll in 300B each semester following the completion of 300A or the equivalent. The course consists of a one-hour weekly session devoted to the analysis and a discussion of pedagogical problems as they arise in the classroom.
SCANDIN,SCANDIN 301,Scandinavian Teaching Methods,3,"Course on practical teaching methods, grading, testing, classroom activities, and design of course materials and syllabi. Required of all Scandinavian Department GSIs."
SCANDIN,SCANDIN 375,Seminar in Foreign Language Pedagogy: Teaching College Nordic Languages,3,"Introductory pedagogy course for graduate students to examine current theory and practice of foreign language teaching in connection with Danish, Finnish, Norwegian, and Swedish."
SCANDIN,SCANDIN 601,Individual Study for M.A. Candidates,1,Individual study for the comprehensive or language requirements in consultation with the field adviser. Units may not be used to meet unit or residence requirements for the master's degree.
SCANDIN,SCANDIN 602,Individual Study for Doctoral Candidates,1,Individual study in consultation with the major field adviser to prepare qualified students for various examinations required of candidates for the Ph.D. May not be used to meet unit or residence requirements for the doctoral degree.
SCMATHE,SCMATHE 210,Practicum in Science and Math Education Research and Development,1,Practical experience on an educational research or development project on campus or elsewhere for 8-12 hours per week. Class meetings augment research experience with discussions of readings and interaction with guest speakers.
SCMATHE,SCMATHE 220C,Instructional Design in Science and Mathematics Education,3,"Survey of literature on design of instruction in science and mathematics, including development of computer-based instruction. Includes consideration of evaluation methods and development of instruction modules for topics in science and mathematics."
SCMATHE,SCMATHE 292,Research Seminar and Colloquium,1,"Discussion of current education research carried on by students, faculty, and guest speakers. A written analysis of several presentations required."
SCMATHE,SCMATHE 294,Formulation of Educational Research,1,Development of thesis proposal under supervision of faculty member.
SCMATHE,SCMATHE 295,Research,1,Independent research activities under supervision of a faculty member.
SCMATHE,SCMATHE 299,Individual Reading and Study,1,Individual reading and study under the supervision of a faculty member.
SCMATHE,SCMATHE 602,Individual Study for Qualifying Examination,1,"Individual study, under the supervision of a faculty member, designed to prepare the student for Ph.D qualifying examination."
STS,STS C4AC,Data and Justice,4,"This course engages students with fundamental questions of justice in relation to data and computing in American society. Data collection, visualization, and analysis have been entangled in the struggle for racial and social justice because they can make injustice visible, imaginable, and thus actionable. Data has also been used to oppress minoritized communities and institutionalize, rationalize, and naturalize systems of racial violence. The course examines key"
STS,STS C100,"Introduction to Science, Technology, and Society",4,"This course provides an overview of the field of Science and Technology Studies (STS) as a way to study how our knowledge and technology shape and are shaped by social, political, historical, economic, and other factors. We will learn key concepts of the field (e.g., how technologies are understood and used differently in different communities) and apply them to a wide range of topics, including geography, history, environmental"
STS,STS C101,"Science, Technology, and Society",4,"Science and Technology Studies foreground that there is a history behind facts. Where do modern science, medicine, and technology come from? How did they become the most authoritative kind of knowledge? How do technology and culture interact, and what drives change? This course examines the development of science, medicine, and technology as defining dimensions of the modern world. The aim is for you to learn about how science shapes the way we"
